name,price,type,max_motherboard_form_factor,color,included_psu_wattage,has_included_psu,side_panel,external_volume,internal_35_bays,price_available,brand
Deepcool D-Shield,,ATX Mid Tower,ATX,Black,,False,Acrylic,,3,False,DeepCool
Thermaltake The Tower 300,1799.8,MicroATX Mini Tower,Micro ATX,Gray,,False,Tempered Glass,53.0,3,True,Thermaltake
Cooler Master Elite 360,,ATX Mini Tower,ATX,Black,,False,Solid,23.2,1,False,Cooler Master
Fractal Design Era ITX,,Mini ITX Desktop,Mini ITX,Gold / Black,,False,Tinted Tempered Glass,16.7,1,False,Fractal Design
DIYPC V3Plus,,Mini ITX Tower,Mini ITX,Black,,False,Solid,10.5,1,False,DIYPC
Asus ROG Z11,,Mini ITX Tower,Mini ITX,Black,,False,Tinted Tempered Glass,,1,False,ASUS
Gigabyte Setto 1020,,ATX Mid Tower,ATX,Black,,False,Solid,36.1,6,False,Gigabyte
GAMDIAS ATHENA M3,1499.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,45.1,2,True,GAMDIAS
RAIJINTEK Metis,,Mini ITX Tower,Mini ITX,Blue,,False,Solid,13.4,1,False,RAIJINTEK
Fractal Design Define R3,,ATX Mid Tower,ATX,Black / Gray,,False,Solid,47.5,8,False,Fractal Design
Parvum Systems S2.0,,MicroATX Mini Tower,Micro ATX,White / Black,,False,Acrylic,,2,False,Parvum Systems
Geometric Future M4 Caliburn,,ATX Mid Tower,ATX,Black / Silver,,False,Tempered Glass,37.9,2,False,Geometric Future
NZXT H500,,ATX Mid Tower,ATX,Black / Red,,False,Tempered Glass,41.3,3,False,NZXT
RAIJINTEK Ponos Ultra MS4,1599.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,46.3,2,True,RAIJINTEK
Azza CSAZ-105,,Mini ITX Desktop,Mini ITX,Black,,False,Solid,,1,False,Azza
Antec C8 ARGB,2999.8,ATX Full Tower,ATX,White,,False,Tempered Glass,66.9,2,True,Antec
MagniumGear NEO QUBE 2,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,55.9,2,False,MagniumGear
SAMA Proxima-RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False,SAMA
GameMax Nova N6,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,37.6,2,False,GameMax
Corsair Crystal Series 280X,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,,2,False,Corsair
Lian Li PC-Q12,,Mini ITX Tower,Mini ITX,Silver,300.0,True,Solid,6.6,0,False,Lian Li
Lian Li PC-V354,,MicroATX Mini Tower,Micro ATX,Silver,,False,Solid,32.9,7,False,Lian Li
Lian Li A3-mATX,1799.8,MicroATX Mini Tower,Micro ATX,Black / Brown,,False,Tempered Glass,26.3,1,True,Lian Li
DIYPC Ranger-R5,,ATX Mid Tower,ATX,Black / Blue,,False,Acrylic,,4,False,DIYPC
KOLINK KLM-003,,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,23.2,0,False,KOLINK
HYTE Y60 Hakos Baelz,5600.0,ATX Mid Tower,ATX,Black / Red,,False,Tempered Glass,60.0,2,True,HYTE
Jonsbo Jonsplus i400,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,55.7,6,False,Jonsbo
Lian Li LANCOOL 205,,ATX Mid Tower,ATX,White,,False,Tempered Glass,,2,False,Lian Li
Aerocool XPredator X3,,ATX Mid Tower,ATX,Black / White,,False,Acrylic,62.5,8,False,Aerocool
Silverstone LC18,,HTPC,Mini ITX,Black,,False,Solid,30.6,5,False,SilverStone
Silverstone PM01,,ATX Mid Tower,ATX,Black,,False,Acrylic,70.3,4,False,SilverStone
Aerocool CS-101,,MicroATX Slim,Micro ATX,Black,,False,Solid,,1,False,Aerocool
Raidmax ATX-502WBG,,ATX Mid Tower,ATX,Black / Silver,,False,Solid,59.5,3,False,Raidmax
Sentey PS2-3272,,ATX Mid Tower,ATX,Black,250.0,True,Solid,38.8,4,False,Sentey
Montech SKY TWO GX,2342.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,49.5,2,True,Montech
Foxconn TW-689 (H+A)+ISO-450,,MicroATX Mini Tower,Micro ATX,Black / Silver,350.0,True,Solid,25.1,2,False,Foxconn
APNX V1,,ATX Mid Tower,ATX,White / Brown,,False,Tempered Glass,70.4,2,False,APNX
Enermax Hoplite ST,,ATX Mid Tower,ATX,White,,False,Acrylic,48.0,6,False,Enermax
In Win BL631.300TBL,,MicroATX Slim,Micro ATX,Black,300.0,True,Solid,11.6,2,False,In Win
NZXT H3 Flow,1399.6,MicroATX Mid Tower,Micro ATX,Black,,False,Tinted Tempered Glass,35.0,1,True,NZXT
Azza Pyramid Mini 806,6799.8,Mini ITX Tower,Mini ITX,Silver / Black,,False,Tempered Glass,,0,True,Azza
Cooler Master Elite 600,,ATX Mid Tower,ATX,White,,False,Tempered Glass,52.0,2,False,Cooler Master
GameMax Brufen C3,,ATX Mid Tower,ATX,Black / White,,False,Tempered Glass,42.2,2,False,GameMax
Apevia X-Gear,,ATX Mid Tower,ATX,Green / Blue,420.0,True,Acrylic,40.1,4,False,Apevia
HYTE Y40,2599.8,ATX Mid Tower,ATX,Red / Black,,False,Tempered Glass,49.7,1,True,HYTE
In Win CE685.FH300TB3,2308.0,MicroATX Slim,Micro ATX,Black,300.0,True,Solid,11.8,1,True,In Win
Silverstone TJ04B-E,4821.39,ATX Mid Tower,ATX,Black,,False,Solid,51.0,9,True,SilverStone
GameMax Centauri,,MicroATX Mid Tower,Micro ATX,Black / Red,,False,Acrylic,34.7,2,False,GameMax
Deepcool STEAM CASTLE,,MicroATX Mid Tower,Micro ATX,Yellow,,False,Acrylic,47.1,3,False,DeepCool
Sentey SS1-2420,,MicroATX Slim,Micro ATX,Black,250.0,True,Solid,13.3,1,False,Sentey
Xion AXP-ARM001-BL,,ATX Mid Tower,ATX,Black,,False,Acrylic,38.3,5,False,Xion
Asus A23 PLUS,2580.0,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,47.4,2,True,ASUS
darkFlash DLM 21,,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,,2,False,darkFlash
VIVO CASE-V06,,MicroATX Mid Tower,Micro ATX,Black,,False,Acrylic,,2,False,VIVO
iBuypower Slate 8 Mesh Pro ARGB,2699.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,54.2,1,True,iBuypower
GALAX REV-06 ARGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,39.5,2,False,GALAX
Aerocool Shard,,ATX Mid Tower,ATX,Black,,False,Acrylic,36.5,2,False,Aerocool
NZXT H500i,,ATX Mid Tower,ATX,White,,False,Tempered Glass,41.3,3,False,NZXT
Geometric Future Model 2 The ARK,3398.0,MicroATX Mini Tower,Micro ATX,Black / Gold,,False,Mesh,40.7,1,True,Geometric Future
Azza Golem 221G,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,40.4,3,False,Azza
Xigmatek Nebula,,Mini ITX Tower,Mini ITX,Black,,False,Solid,22.3,2,False,Xigmatek
DIYPC DIY-CUBE01,1179.59,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,40.0,0,True,DIYPC
