name,price,type,max_motherboard_form_factor,color,included_psu_wattage,has_included_psu,side_panel,external_volume,internal_35_bays,price_available,brand
Montech XR,1671.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,45.0,2,True,Montech
Phanteks XT PRO,1359.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,51.8,2,True,Phanteks
NZXT H5 Flow (2024),1699.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,45.0,1,True,NZXT
Corsair 3500X ARGB,2319.79,ATX Mid Tower,ATX,White,,False,Tempered Glass,55.9,2,True,Corsair
Cooler Master MasterBox Q300L,919.59,MicroATX Mini Tower,Micro ATX,Black,,False,Acrylic,33.6,1,True,Cooler Master
Corsair 4000D Airflow,1899.8,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,48.6,2,True,Corsair
Lian Li Lancool 207,1639.8,ATX Mid Tower,ATX,Blue,,False,Tempered Glass,45.5,2,True,Lian Li
NZXT H9 Flow (2023),2399.79,ATX Mid Tower,ATX,Black,,False,Tempered Glass,66.9,2,True,NZXT
Lian Li O11 VISION COMPACT,2499.79,ATX Mid Tower,ATX,White,,False,Tempered Glass,57.4,2,True,Lian Li
Corsair 3500X ARGB,2319.79,ATX Mid Tower,ATX,Black,,False,Tempered Glass,55.9,2,True,Corsair
Montech AIR 100 ARGB,1398.0,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,36.1,2,True,Montech
Montech AIR 903 MAX,1499.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,54.2,2,True,Montech
Lian Li A3-mATX,1459.6,MicroATX Mini Tower,Micro ATX,Black,,False,Mesh,26.3,1,True,Lian Li
Fractal Design North,2799.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,45.1,2,True,Fractal Design
HYTE Y70 Touch Infinite,8799.0,ATX Mid Tower,ATX,White,,False,Tempered Glass,70.7,2,True,HYTE
Fractal Design North XL,3599.8,ATX Full Tower,ATX,Black,,False,Tinted Tempered Glass,61.4,2,True,Fractal Design
Lian Li O11 VISION COMPACT,2499.79,ATX Mid Tower,ATX,Black,,False,Tempered Glass,57.4,2,True,Lian Li
NZXT H5 Flow (2024),1199.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,45.0,1,True,NZXT
Lian Li A3-mATX,1799.8,MicroATX Mini Tower,Micro ATX,Black / Brown,,False,Mesh,26.3,1,True,Lian Li
Phanteks XT PRO ULTRA,1619.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,51.8,2,True,Phanteks
NZXT H9 Flow (2023),1999.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,66.9,2,True,NZXT
Montech XR,1597.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,45.0,2,True,Montech
Lian Li O11D EVO RGB,3199.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,65.3,4,True,Lian Li
NZXT H6 Flow,2199.4,ATX Mid Tower,ATX,Black,,False,Tempered Glass,51.8,1,True,NZXT
Montech AIR 903 BASE,1299.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,54.2,2,True,Montech
HYTE Y70 Touch Infinite,11288.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,70.7,2,True,HYTE
NZXT H6 Flow,1799.4,ATX Mid Tower,ATX,White,,False,Tempered Glass,51.8,1,True,NZXT
Corsair FRAME 4000D RS ARGB,2099.79,ATX Mid Tower,ATX,Black,,False,Tempered Glass,56.7,2,True,Corsair
NZXT H3 Flow,1399.6,MicroATX Mid Tower,Micro ATX,Black,,False,Tinted Tempered Glass,35.0,1,True,NZXT
Fractal Design Terra,3599.8,Mini ITX Desktop,Mini ITX,Black / Brown,,False,Mesh,11.4,0,True,Fractal Design
Antec C5 ARGB,2299.79,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,1,True,Antec
Fractal Design Pop XL Air,2399.4,ATX Full Tower,ATX,Black,,False,Tempered Glass,62.4,3,True,Fractal Design
Lian Li LANCOOL 217,2550.0,ATX Mid Tower,ATX,Black / Brown,,False,Tempered Glass,57.7,1,True,Lian Li
Lian Li O11 Dynamic EVO XL,5099.59,ATX Full Tower,ATX,Black,,False,Tempered Glass,84.4,4,True,Lian Li
Montech KING 95 PRO,2979.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,63.0,5,True,Montech
Fractal Design Meshify C,2199.79,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,40.6,2,True,Fractal Design
Cooler Master MasterBox NR200,1345.8,Mini ITX Desktop,Mini ITX,Black,,False,Solid,20.3,2,True,Cooler Master
Okinos Aqua 3,1299.6,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,28.8,2,True,Okinos
Lian Li LANCOOL 216 RGB,2059.4,ATX Mid Tower,ATX,Black,,False,Tempered Glass,55.6,2,True,Lian Li
HYTE Y70,4399.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,70.7,2,True,HYTE
Fractal Design Pop Air,1599.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,46.2,2,True,Fractal Design
NZXT H7 Flow (2024),2599.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,62.1,2,True,NZXT
MUSETEX Y6,1709.6,ATX Mid Tower,ATX,White,,False,Tempered Glass,40.9,2,True,MUSETEX
Corsair 3000D AIRFLOW,1899.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,49.5,2,True,Corsair
Lian Li O11 Vision,2859.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,67.8,2,True,Lian Li
Fractal Design North,2799.8,ATX Mid Tower,ATX,Black,,False,Mesh,45.1,2,True,Fractal Design
HYTE Y70,4399.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,70.7,2,True,HYTE
Lian Li O11D EVO RGB,3199.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,65.3,4,True,Lian Li
Montech X3 Mesh,1099.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,True,Montech
Cooler Master Elite 301 Lite,1298.8,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,34.1,1,True,Cooler Master
Fractal Design Terra,3599.8,Mini ITX Desktop,Mini ITX,Green / Brown,,False,Mesh,11.4,0,True,Fractal Design
Corsair FRAME 4000D,2099.79,ATX Mid Tower,ATX,Black,,False,Tempered Glass,56.7,2,True,Corsair
NZXT H6 Flow RGB,2599.4,ATX Mid Tower,ATX,White,,False,Tempered Glass,51.8,1,True,NZXT
Asus Prime AP201,1799.4,MicroATX Mini Tower,Micro ATX,Black,,False,Mesh,33.0,3,True,ASUS
Montech XR Wood,1598.0,ATX Mid Tower,ATX,Black / Brown,,False,Tempered Glass,49.8,2,True,Montech
Deepcool CH160,,Mini ITX Desktop,Mini ITX,Black,,False,Tempered Glass,19.1,1,False,DeepCool
Montech X5M,1120.0,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,45.3,2,True,Montech
Lian Li A3-mATX,1799.8,MicroATX Mini Tower,Micro ATX,White / Brown,,False,Tempered Glass,26.3,1,True,Lian Li
Antec C8,1999.8,ATX Full Tower,ATX,Black,,False,Tempered Glass,66.9,2,True,Antec
Thermaltake Versa H18,2370.0,MicroATX Mini Tower,Micro ATX,Black,,False,Acrylic,30.4,2,True,Thermaltake
Silverstone ALTA F2,21245.4,ATX Full Tower,ATX,Black,,False,Tempered Glass,98.9,8,True,SilverStone
NZXT H6 Flow RGB,2699.4,ATX Mid Tower,ATX,Black,,False,Tempered Glass,51.8,1,True,NZXT
Corsair 5000D AIRFLOW,3499.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,66.2,2,True,Corsair
Fractal Design Ridge PCIe 4.0,2599.8,Mini ITX Tower,Mini ITX,Black,,False,Mesh,16.3,0,True,Fractal Design
Corsair 3500X,1999.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,55.9,2,True,Corsair
NZXT H9 Elite,3399.4,ATX Mid Tower,ATX,White,,False,Tempered Glass,66.9,2,True,NZXT
Zalman T3 PLUS,790.0,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,30.9,1,True,Zalman
Antec FLUX PRO,3299.8,ATX Full Tower,ATX,Black / Brown,,False,Tempered Glass,70.8,4,True,Antec
Cooler Master Elite 301,999.8,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,34.1,1,True,Cooler Master
Lian Li O11 Dynamic EVO XL,4999.8,ATX Full Tower,ATX,White,,False,Tempered Glass,84.4,4,True,Lian Li
Jonsbo Jonsplus Z20,1980.0,MicroATX Desktop,Micro ATX,Black,,False,Tempered Glass,25.3,1,True,Jonsbo
Fractal Design Pop Mini Air,1999.8,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,36.5,2,True,Fractal Design
Azza Fighter,1199.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,34.2,2,True,Azza
Fractal Design North XL,3899.4,ATX Full Tower,ATX,Black,,False,Mesh,61.4,2,True,Fractal Design
Corsair 4000D Airflow,2071.8,ATX Mid Tower,ATX,White,,False,Tinted Tempered Glass,48.6,2,True,Corsair
MSI MAG FORGE 321R AIRFLOW,1799.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,49.4,2,True,MSI
Jonsbo D32 PRO,1439.8,MicroATX Desktop,Micro ATX,Black,,False,Tempered Glass,25.7,2,True,Jonsbo
Lian Li A4-H20 X4,3099.8,Mini ITX Desktop,Mini ITX,Black,,False,Mesh,11.1,0,True,Lian Li
Lian Li O11 Vision,2779.4,ATX Mid Tower,ATX,White,,False,Tempered Glass,67.8,2,True,Lian Li
Fractal Design North,2799.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,45.1,2,True,Fractal Design
Antec C5 ARGB,2099.79,ATX Mid Tower,ATX,White,,False,Tempered Glass,,1,True,Antec
Okinos Cypress 3,1299.6,MicroATX Mini Tower,Micro ATX,Black / Brown,,False,Tempered Glass,,2,True,Okinos
Fractal Design Focus G,1199.8,ATX Mid Tower,ATX,Black,,False,Acrylic,42.2,2,True,Fractal Design
Thermaltake View 170 ARGB,1259.8,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,35.0,1,True,Thermaltake
NZXT H5 Flow RGB (2024),2399.79,ATX Mid Tower,ATX,Black,,False,Tempered Glass,45.0,1,True,NZXT
Fractal Design Terra,3599.8,Mini ITX Desktop,Mini ITX,Silver / Brown,,False,Mesh,11.4,0,True,Fractal Design
NZXT H9 Flow RGB+ (2025),5799.8,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,76.7,2,True,NZXT
Lian Li Lancool 207,1799.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,45.5,2,True,Lian Li
NZXT H9 Elite,4239.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,66.9,2,True,NZXT
Corsair 7000D AIRFLOW,5799.8,ATX Full Tower,ATX,Black,,False,Tempered Glass,81.8,6,True,Corsair
Lian Li ODYSSEY X,29361.0,ATX Full Tower,ATX,Black,,False,Tempered Glass,,3,True,Lian Li
Lian Li LANCOOL 216,2239.4,ATX Mid Tower,ATX,Black,,False,Tempered Glass,55.6,2,True,Lian Li
Thermaltake View 270 Plus TG ARGB,1579.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,47.6,2,True,Thermaltake
Antec FLUX,2099.79,ATX Mid Tower,ATX,Black / Brown,,False,Tempered Glass,58.1,2,True,Antec
Lian Li A3-mATX,1459.6,MicroATX Mini Tower,Micro ATX,White,,False,Mesh,26.3,1,True,Lian Li
Cooler Master MasterBox NR200P V2,2199.79,Mini ITX Desktop,Mini ITX,Black,,False,Mesh,20.1,1,True,Cooler Master
Montech KING 95 PRO,2780.0,ATX Mid Tower,ATX,White,,False,Tempered Glass,63.0,5,True,Montech
Corsair 9000D RGB AIRFLOW,10399.79,ATX Full Tower,ATX,Black,,False,Tempered Glass,149.6,5,True,Corsair
Thermaltake V100 Perforated,999.8,ATX Mid Tower,ATX,Black,,False,Solid,36.6,2,True,Thermaltake
Mars Gaming MC-S2,1586.8,ATX Mid Tower,ATX,White,,False,Acrylic,19.5,1,True,Mars Gaming
Corsair FRAME 4000D RS,1899.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,56.7,2,True,Corsair
Fractal Design Focus 2,1499.8,ATX Mid Tower,ATX,Black,,False,Solid,45.8,2,True,Fractal Design
Asus ROG Strix Helios,4699.39,ATX Full Tower,ATX,Black,,False,Tempered Glass,83.5,2,True,ASUS
Deepcool CH260,,MicroATX Desktop,Micro ATX,Black,,False,Tempered Glass,30.8,1,False,DeepCool
Fractal Design Pop Air RGB,1999.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,46.2,2,True,Fractal Design
Zalman CUBIX,759.8,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,,1,True,Zalman
Deepcool CG530 4F,,ATX Mid Tower,ATX,Black,,False,Tinted Acrylic,50.0,2,False,DeepCool
NZXT H9 Flow (2025),3299.8,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,76.7,2,True,NZXT
Montech KING 65 PRO,1899.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,63.0,2,True,Montech
Deepcool CC560 V2,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,44.9,2,False,DeepCool
Fractal Design Define R5,2499.79,ATX Mid Tower,ATX,Black,,False,Solid,54.2,8,True,Fractal Design
NZXT H510,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,41.3,2,False,NZXT
Lian Li Vector V100R,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,53.2,1,False,Lian Li
Cooler Master MasterBox Q300L,739.8,MicroATX Mini Tower,Micro ATX,White,,False,Acrylic,33.6,1,True,Cooler Master
NZXT H9 Flow RGB+ (2025),5799.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,76.7,2,True,NZXT
Cooler Master Q300L V2,1119.59,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,34.1,1,True,Cooler Master
Antec C8 Wood,2399.79,ATX Full Tower,ATX,Black / Brown,,False,Tempered Glass,66.9,2,True,Antec
Lian Li O11 Dynamic Mini,4580.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,43.0,2,True,Lian Li
Montech AIR 100 ARGB,1399.6,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,36.1,2,True,Montech
HYTE Y60,3599.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,60.0,2,True,HYTE
MUSETEX K2,1499.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,44.4,2,True,MUSETEX
Fractal Design Ridge PCIe 4.0,2859.4,Mini ITX Tower,Mini ITX,White,,False,Mesh,16.3,0,True,Fractal Design
HYTE Y70 Touch Infinite,7999.8,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,70.7,2,True,HYTE
Zalman S2,999.59,ATX Mid Tower,ATX,Black,,False,Acrylic,38.4,2,True,Zalman
Fractal Design North XL,3599.8,ATX Full Tower,ATX,White,,False,Tempered Glass,61.4,2,True,Fractal Design
Zalman T8,859.0,ATX Mid Tower,ATX,Black,,False,Solid,33.4,2,True,Zalman
Jonsbo C6-ITX,1240.0,Mini ITX Desktop,Mini ITX,Black,,False,Mesh,15.9,1,True,Jonsbo
Lian Li A4-H20 A4,3099.8,Mini ITX Desktop,Mini ITX,Silver / Black,,False,Mesh,11.1,0,True,Lian Li
MSI MAG FORGE M100R,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,32.8,2,False,MSI
NZXT H510,,ATX Mid Tower,ATX,White,,False,Tempered Glass,41.3,2,False,NZXT
Deepcool CH370,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,38.3,2,False,DeepCool
GameMax Nova N5,1019.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,37.6,2,True,GameMax
Lian Li LANCOOL III RGB,3599.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,65.5,4,True,Lian Li
SAMA SV01,1599.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,43.5,2,True,SAMA
be quiet! Pure Base 500DX,2198.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,48.3,2,True,be quiet!
NZXT H3 Flow,1399.6,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,35.0,1,True,NZXT
NZXT H5 Flow RGB (2024),1799.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,45.0,1,True,NZXT
Fractal Design Torrent,4099.8,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,69.8,2,True,Fractal Design
Montech AIR 100 LITE,1599.6,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,36.1,2,True,Montech
Lian Li PC-O11 Dynamic,,ATX Full Tower,ATX,Black,,False,Tempered Glass,54.0,3,False,Lian Li
Lian Li A3-mATX,1799.8,MicroATX Mini Tower,Micro ATX,Black / Brown,,False,Tempered Glass,26.3,1,True,Lian Li
Thermaltake Versa H16 ARGB,1099.8,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,33.0,2,True,Thermaltake
Lian Li O11 Dynamic Mini Snow Edition,,ATX Mid Tower,ATX,White,,False,Tempered Glass,43.0,2,False,Lian Li
GameMax Vista M,1078.0,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,40.9,2,True,GameMax
Phanteks Eclipse G370A,1139.59,ATX Mid Tower,ATX,Black,,False,Tempered Glass,48.7,0,True,Phanteks
Thermaltake View 170 ARGB,1359.8,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,35.0,1,True,Thermaltake
Montech AIR 903 BASE,1380.0,ATX Mid Tower,ATX,White,,False,Tempered Glass,54.2,2,True,Montech
MSI MAG PANO 100R PZ,3199.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,72.5,2,True,MSI
GAMDIAS TALOS E3 MESH,1199.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,34.1,2,True,GAMDIAS
Antec NX200M,1859.4,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,,2,True,Antec
MSI MAG FORGE 320R AIRFLOW,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,49.4,2,False,MSI
Fractal Design Meshify 2,3299.8,ATX Mid Tower,ATX,Black,,False,Solid,61.7,6,True,Fractal Design
Fractal Design Node 804,2699.8,MicroATX Mid Tower,Micro ATX,Black,,False,Acrylic,41.1,10,True,Fractal Design
Phanteks NV5 MKII,2419.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,60.2,3,True,Phanteks
Phanteks EVOLV X2,3499.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,60.9,2,True,Phanteks
NZXT H7 Flow RGB (2024),2999.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,62.1,2,True,NZXT
Cooler Master MasterBox NR200,1799.8,Mini ITX Desktop,Mini ITX,White / Black,,False,Solid,20.3,2,True,Cooler Master
HYTE Y40,2599.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,49.7,1,True,HYTE
Montech X5,1500.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,51.6,2,True,Montech
HAVN HS420,4599.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,76.8,5,True,HAVN
Thermaltake Versa H18,1099.8,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,30.4,2,True,Thermaltake
Corsair iCUE 4000X RGB,2899.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,48.6,2,True,Corsair
Fractal Design Meshify 3,3099.8,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,50.3,2,True,Fractal Design
Fractal Design North,3099.4,ATX Mid Tower,ATX,White,,False,Mesh,45.1,2,True,Fractal Design
Thermaltake Core V1,1073.59,Mini ITX Desktop,Mini ITX,Black,,False,Solid,22.4,2,True,Thermaltake
HYTE Y60 Snow White,3599.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,60.0,2,True,HYTE
Fractal Design Node 304,2199.79,Mini ITX Tower,Mini ITX,Black / White,,False,Solid,19.5,6,True,Fractal Design
Cooler Master MasterBox TD500 Mesh V2,2157.8,ATX Mid Tower,ATX,,,False,Tempered Glass,52.4,2,True,Cooler Master
Lian Li Lancool 207 Digital,2099.79,ATX Mid Tower,ATX,Black,,False,Tempered Glass,45.5,2,True,Lian Li
Corsair 6500X,3999.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,78.3,2,True,Corsair
Deepcool MATREXX 40 3FS,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,,2,False,DeepCool
Lian Li O11 Dynamic EVO,,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,60.8,6,False,Lian Li
MSI MAG PANO 100R PZ,3199.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,72.5,2,True,MSI
Montech X5M,1120.0,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,45.3,2,True,Montech
Fractal Design Pop Mini Air,1999.8,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,36.5,2,True,Fractal Design
MSI MAG FORGE 120A AIRFLOW,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,43.0,3,False,MSI
DIYPC DIY-S07,879.4,ATX Mid Tower,ATX,Black,,False,Acrylic,27.5,2,True,DIYPC
Thermaltake Versa H17,999.8,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,30.4,2,True,Thermaltake
Jonsbo TK-0,2599.8,Mini ITX Desktop,Mini ITX,Black,,False,Tempered Glass,16.4,1,True,Jonsbo
Aerocool CS-107 RGB,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,23.7,1,False,Aerocool
Deepcool CH370,,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,38.3,2,False,DeepCool
Thermaltake Versa H21,959.8,ATX Mid Tower,ATX,Black,,False,Solid,42.8,3,True,Thermaltake
Corsair 2500X,2902.6,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,54.8,2,True,Corsair
Thermaltake View 270 Plus TG ARGB,1799.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,47.6,2,True,Thermaltake
Lian Li PC-O11 Dynamic,,ATX Full Tower,ATX,White,,False,Tempered Glass,54.0,3,False,Lian Li
HYTE Y70,4399.8,ATX Mid Tower,ATX,Pink,,False,Tempered Glass,70.7,2,True,HYTE
Antec AX20,1966.4,ATX Mid Tower,ATX,Black,,False,Tempered Glass,33.4,2,True,Antec
Deepcool CH160,,Mini ITX Desktop,Mini ITX,White,,False,Tempered Glass,19.1,1,False,DeepCool
Montech AIR 903 MAX,1799.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,54.2,2,True,Montech
Fractal Design Define 7,3899.8,ATX Mid Tower,ATX,Black,,False,Solid,62.4,6,True,Fractal Design
Aerocool Bolt Mini Glass,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,,2,False,Aerocool
MSI MAG FORGE 100R,3140.4,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,True,MSI
NZXT H7 Flow (2024),2199.79,ATX Mid Tower,ATX,White,,False,Tempered Glass,62.1,2,True,NZXT
FormD T1 V2.1 CNC Anodized,,Mini ITX Desktop,Mini ITX,Black,,False,Mesh,,0,False,FormD
Fractal Design Meshify 2 XL,4399.8,ATX Full Tower,ATX,Black,,False,Tinted Tempered Glass,81.5,6,True,Fractal Design
Corsair 3500X,1799.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,55.9,2,True,Corsair
Corsair FRAME 4000D RS ARGB,2499.79,ATX Mid Tower,ATX,White,,False,Tempered Glass,56.7,2,True,Corsair
MSI MAG FORGE 112R,1799.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,42.5,2,True,MSI
Lian Li O11 Vision Chrome,3280.0,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,67.8,2,True,Lian Li
HAVN HS420 VGPU,5999.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,76.8,5,True,HAVN
Corsair iCUE 4000X RGB,1739.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,48.6,2,True,Corsair
Asus Prime AP201,1599.6,MicroATX Mini Tower,Micro ATX,White,,False,Mesh,33.0,3,True,ASUS
Lian Li ODYSSEY X,29737.6,ATX Full Tower,ATX,Silver / Black,,False,Tempered Glass,,3,True,Lian Li
Lian Li Vector V100R,1880.0,ATX Mid Tower,ATX,White,,False,Tempered Glass,53.2,1,True,Lian Li
Thermaltake The Tower 300,1999.8,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,53.0,3,True,Thermaltake
Asus TUF Gaming GT502,3599.4,ATX Mid Tower,ATX,Black,,False,Tempered Glass,57.2,4,True,ASUS
Thermaltake The Tower 600,3399.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,66.2,1,True,Thermaltake
Jonsbo D32 STD,,MicroATX Desktop,Micro ATX,Black,,False,Tempered Glass,25.7,1,False,Jonsbo
Corsair iCUE LINK 3500X RGB,3199.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,55.9,2,True,Corsair
Corsair 3000D RGB AIRFLOW,2499.79,ATX Mid Tower,ATX,Black,,False,Tempered Glass,49.5,2,True,Corsair
Cooler Master N400,1299.8,ATX Mid Tower,ATX,Black,,False,Solid,40.2,7,True,Cooler Master
Asus Prime AP201,1679.8,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,33.0,3,True,ASUS
Lian Li LANCOOL 216 RGB,2119.4,ATX Mid Tower,ATX,White,,False,Tempered Glass,55.6,2,True,Lian Li
NZXT H9 Flow (2025),3199.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,76.7,2,True,NZXT
Fractal Design Define 7 XL,4499.8,ATX Full Tower,ATX,Black,,False,Solid,82.0,6,True,Fractal Design
be quiet! Pure Base 501 Airflow,2139.79,ATX Mid Tower,ATX,Black,,False,Solid,48.1,2,True,be quiet!
Cooler Master N200,1199.8,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,33.8,2,True,Cooler Master
Fractal Design Pop Air,1699.8,ATX Mid Tower,ATX,Black,,False,Solid,46.2,2,True,Fractal Design
BGears b-Vortex-RGB,979.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,38.3,2,True,BGears
Lian Li LANCOOL 205M MESH,1799.8,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,33.8,2,True,Lian Li
Jonsbo N4,2399.79,MicroATX Desktop,Micro ATX,Black / Brown,,False,Mesh,19.6,6,True,Jonsbo
be quiet! Light Base 600 LX,3598.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,59.7,1,True,be quiet!
BGears b-Pellucid,1099.8,MicroATX Mini Tower,Micro ATX,Black,,False,Tinted Tempered Glass,36.6,1,True,BGears
Vetroo AL900,1699.8,ATX Mid Tower,ATX,Pink,,False,Tempered Glass,48.1,0,True,Vetroo
Deepcool MATREXX 30,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,29.6,3,False,DeepCool
Lian Li O11 Dynamic EVO,,ATX Mid Tower,ATX,White / Gray,,False,Tempered Glass,60.8,6,False,Lian Li
Aerocool P500C,,ATX Mid Tower,ATX,Black,,False,Mesh,54.0,2,False,Aerocool
Phanteks XT PRO ULTRA,1639.6,ATX Mid Tower,ATX,White,,False,Tempered Glass,51.8,2,True,Phanteks
Deepcool CG530 4F,,ATX Mid Tower,ATX,White,,False,Tinted Acrylic,50.0,2,False,DeepCool
Phanteks Eclipse G400A,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,59.4,2,False,Phanteks
Thermaltake View 380 ARGB,2079.79,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,51.6,1,True,Thermaltake
Fractal Design Pop XL Silent,2199.79,ATX Full Tower,ATX,Black,,False,Solid,62.4,3,True,Fractal Design
