name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
TEAMGROUP T-Force Vulcan Z 32 GB,,"4,3200","1,32",,Gray,10.0,16.0
TEAMGROUP T-Force Vulcan Z 16 GB,,"4,3600","2,8",,Red,11.111,20.0
TEAMGROUP T-Force Vulcan Z 32 GB,,"4,4000","2,16",,Red,9.0,18.0
TEAMGROUP T-Force Delta RGB 32 GB,,"4,2666","2,16",,Black,12.003,16.0
TEAMGROUP T-Force Delta RGB 32 GB,,"4,3200","1,32",,Black,10.0,16.0
TEAMGROUP T-Force Delta RGB 64 GB,,"4,3200","2,32",,Black,10.0,16.0
Kingston FURY Renegade 8 GB,,"4,2666","1,8",,Black,9.752,13.0
Kingston FURY Renegade 32 GB,,"4,3200","4,8",,Black,10.0,16.0
Kingston FURY Renegade 64 GB,,"4,3200","4,16",,Black,10.0,16.0
G.Skill Trident Z5 RGB 64 GB,,"5,5600","2,32",,White / Black,10.0,28.0
G.Skill Trident Z5 RGB 32 GB,,"5,5200","2,16",,White / Black,15.385,40.0
G.Skill Trident Z5 RGB 32 GB,,"5,5600","2,16",,White / Black,10.0,28.0
G.Skill Trident Z5 RGB 32 GB,,"5,6000","2,16",,White / Black,12.0,36.0
G.Skill Trident Z5 RGB 32 GB,,"5,6000","2,16",,Black,10.667,32.0
Kingston Server Premier 32 GB,2999.8,"4,2666","1,32",4.687,,14.254,19.0
Kingston Server Premier 16 GB,,"4,2933","1,16",,,14.32,21.0
Kingston FURY Beast 4 GB,,"4,2666","1,4",,Black,12.003,16.0
Kingston ValueRAM 16 GB,1168.8,"5,4800","1,16",3.652,,16.667,40.0
G.Skill Ripjaws S5 32 GB,,"5,5200","2,16",,White,10.769,28.0
G.Skill Ripjaws S5 64 GB,,"5,5600","2,32",,Black,10.0,28.0
G.Skill Ripjaws S5 32 GB,,"5,5600","2,16",,Black,14.286,40.0
G.Skill Ripjaws S5 32 GB,,"5,5600","2,16",,Black,14.286,40.0
G.Skill Ripjaws S5 32 GB,,"5,5600","2,16",,White,14.286,40.0
Mushkin Redline Lumina 32 GB,,"4,3200","2,16",,Black / Silver,10.0,16.0
ADATA XPG GAMMIX D20 16 GB,,"4,3200","1,16",,Black / Silver,10.0,16.0
ADATA XPG GAMMIX D20 16 GB,,"4,3600","1,16",,Black / Silver,10.0,18.0
ADATA XPG GAMMIX D20 32 GB,,"4,3600","2,16",,Black / Silver,10.0,18.0
ADATA XPG GAMMIX D20 16 GB,,"4,4133","2,8",,Black / Silver,9.194,19.0
ADATA XPG Z1 16 GB,,"4,3200","2,8",,Silver,11.25,18.0
TEAMGROUP T-Force Xtreem ARGB 128 GB,,"4,3200","8,16",,Black,10.0,16.0
TEAMGROUP T-Force Xtreem ARGB 256 GB,,"4,3200","8,32",,Black,10.0,16.0
Lexar Hades RGB 8 GB,,"4,3200","1,8",,Black,11.25,18.0
Lexar Hades RGB 16 GB,,"4,3200","1,16",,Black,11.25,18.0
Lexar Hades RGB 8 GB,,"4,3200","1,8",,Black,11.25,18.0
Lexar Hades OC 32 GB,,"4,3600","2,16",,Gray / Black,10.0,18.0
Lexar Ares RGB 16 GB,,"4,4000","2,8",,Black,9.0,18.0
TEAMGROUP T-Force Vulcan 32 GB,,"5,4800","2,16",,Red,15.0,36.0
V-Color Prism Pro 32 GB,,"4,3600","2,16",,White,10.0,18.0
TEAMGROUP T-Force Dark Za 16 GB,,"4,3200","2,8",,Black,10.0,16.0
TEAMGROUP T-Force Dark Z 16 GB,,"4,3200","2,8",,Gray,10.0,16.0
TEAMGROUP Elite 16 GB,,"4,2400","1,16",,Black,13.333,16.0
TEAMGROUP Elite 64 GB,,"4,2400","2,32",,Black,13.333,16.0
TEAMGROUP Elite 8 GB,,"4,2666","1,8",,Black,14.254,19.0
TEAMGROUP T-Force Xtreem ARGB 16 GB,,"4,5066","2,8",,White,7.896,20.0
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 8 GB,,"4,2400","1,8",,Black / Gold,13.333,16.0
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,,"4,2666","1,16",,Black / Gold,13.503,18.0
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,,"4,2933","2,8",,Black / Gold,10.91,16.0
ADATA XPG GAMMIX D45 16 GB,,"4,3600","1,16",,Black,10.0,18.0
V-Color XSky RGB 32 GB,3499.8,"5,6200","2,16",5.468,Black,11.613,36.0
Mushkin Redline 16 GB,,"4,3200","2,8",,,10.0,16.0
Mushkin Redline Lumina 16 GB,,"4,4000","2,8",,Black,9.0,18.0
Mushkin Redline 16 GB,,"4,2666","2,8",,Red,12.003,16.0
Mushkin Redline 32 GB,,"4,3600","2,16",,White,8.889,16.0
Mushkin Redline 16 GB,,"4,3200","2,8",,White,8.75,14.0
Mushkin Silverline 8 GB,1903.4,"4,2133","1,8",11.896,Silver,14.065,15.0
Mushkin Proline 16 GB,1215.8,"4,2666","1,16",3.799,,14.254,19.0
G.Skill Trident Z 32 GB,,"5,5600","2,16",,Black,12.857,36.0
G.Skill Ripjaws V 16 GB,,"4,4266","2,8",,Red,7.501,16.0
G.Skill Ripjaws V 8 GB,,"4,2400","1,8",,Red,14.167,17.0
G.Skill Trident Z Royal 128 GB,,"4,3600","8,16",,Gold,7.778,14.0
G.Skill Trident Z Royal 32 GB,,"4,3600","2,16",,Silver,7.778,14.0
G.Skill Trident Z Royal Elite 64 GB,,"4,3600","4,16",,Gold,7.778,14.0
G.Skill Trident Z Royal Elite 128 GB,,"4,3600","8,16",,Silver,7.778,14.0
G.Skill Trident Z RGB 64 GB,,"4,3200","4,16",,,9.375,15.0
G.Skill F4-3200C16Q2-128GTZKW 128 GB,,"4,3200","8,16",,Black / White,10.0,16.0
G.Skill F4-3600C17Q-64GTZSW 64 GB,,"4,3600","4,16",,Gray / White,9.444,17.0
G.Skill F4-4000C18Q-32GTZ 32 GB,,"4,4000","4,8",,Gray / Red,9.0,18.0
G.Skill F4-4133C19Q-32GTZKKF 32 GB,,"4,4133","4,8",,Black,9.194,19.0
G.Skill F4-4200C19Q2-64GTZKK 64 GB,,"4,4200","8,8",,Black,9.048,19.0
G.Skill Trident Z Neo 16 GB,,"4,2666","2,8",,Black / White,13.503,18.0
G.Skill Ripjaws S5 32 GB,,"5,5200","2,16",,White,15.385,40.0
G.Skill Ripjaws S5 32 GB,,"5,5200","2,16",,Black,15.385,40.0
G.Skill Aegis 8 GB,,"4,2400","1,8",,Black,14.167,17.0
Kingston FURY Renegade 16 GB,,"5,6000","1,16",,Silver / Black,10.667,32.0
Acer Predator Vesta RGB 32 GB,,"4,3200","2,16",,Silver,8.75,14.0
Corsair Dominator Platinum RGB 16 GB,,"4,3200","2,8",,White,11.25,18.0
Patriot Viper Elite 4 GB,,"4,2666","1,4",,Black / Silver,12.003,16.0
Patriot Viper Venom RGB 16 GB,,"4,3600","1,16",,Black,10.0,18.0
Silicon Power XPOWER Zenith Gaming 32 GB,,"4,3600","2,16",,Black,10.0,18.0
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,5600","2,16",,White,14.286,40.0
Silicon Power XPOWER AirCool 8 GB,,"4,3200","1,8",,,10.0,16.0
Silicon Power XPOWER Turbine 32 GB,,"4,2666","2,16",,Blue / Black,12.003,16.0
Silicon Power SP004GBLFU240N02 4 GB,412.4,"4,2400","1,4",5.155,,14.167,17.0
Silicon Power SP008GBLFU213B02 8 GB,642.2,"4,2133","1,8",4.014,,14.065,15.0
Silicon Power SP064GBLFU320F22 64 GB,,"4,3200","2,32",,,13.75,22.0
Silicon Power SP016GBSVU480F02 16 GB,,"5,4800","1,16",,,16.667,40.0
Silicon Power SP001GBRDE333O01 1 GB,,333,"1,1",,,15.015,2.5
TEAMGROUP T-Force Vulcan 16 GB,,"5,5600","1,16",,Black,12.857,36.0
G.Skill Trident Z5 64 GB,,"5,6000","2,32",,Black,10.667,32.0
TEAMGROUP Night Hawk RGB Gen 2 32 GB,,"4,3200","2,16",,White,10.0,16.0
TEAMGROUP Night Hawk RGB Gen 2 64 GB,,"4,3200","2,32",,White,10.0,16.0
TEAMGROUP Night Hawk RGB Gen 2 32 GB,,"4,3600","2,16",,Black,10.0,18.0
Corsair Dominator Platinum RGB 64 GB,,"5,5200","2,32",,Black,15.385,40.0
TEAMGROUP T-Force Delta RGB 32 GB,,"5,7000","2,16",,Black / Silver,9.714,34.0
ADATA XPG Z1 16 GB,,"4,3200","2,8",,Black,10.0,16.0
ADATA XPG SPECTRIX D50 32 GB,,"4,3200","2,16",,White,10.0,16.0
V-Color Manta XPrism RGB 32 GB,,"5,7200","2,16",,Silver,10.0,36.0
Neo Forza FAYE 32 GB,,"4,3600","2,16",,Black / Silver,10.0,18.0
TEAMGROUP Elite Plus 16 GB,,"5,5200","2,8",,Black,16.154,42.0
OLOy Blade RGB 16 GB,,"5,5600","2,8",,Black,14.286,40.0
OLOy Blade RGB 16 GB,,"5,5600","2,8",,Platinum,11.429,32.0
TEAMGROUP T-Force Zeus 8 GB,,"4,3200","1,8",,Red / Black,10.0,16.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,6000","2,16",,Black,13.333,40.0
Kingston FURY Beast 32 GB,,"5,6000","1,32",,Black / Silver,13.333,40.0
PROXMEM KERBEROS 32 GB,,"5,6000","2,16",,Black / Silver,12.0,36.0
Patriot Signature Line 8 GB,499.79,"5,4800","1,8",3.124,Black,19.167,46.0
Timetec PINNACLE Konduit RGB 64 GB,,"4,3200","2,32",,Black,10.0,16.0
Timetec PINNACLE Konduit RGB 32 GB,,"4,3600","1,32",,Black,10.0,18.0
PROXMEM KERBEROS TUF 32 GB,,"5,6800","2,16",,Black / Silver,10.0,34.0
PROXMEM KERBEROS TUF 32 GB,,"5,6400","2,16",,Black / Silver,10.0,32.0
PROXMEM UNDERWORLD TUF 32 GB,,"5,5600","2,16",,Black / Gray,10.0,28.0
Kingston FURY Renegade 16 GB,1982.6,"5,6000","1,16",6.196,White / Silver,10.667,32.0
GeIL Polaris 32 GB,,"5,5600","2,16",,Black,16.429,46.0
GeIL Polaris RGB SYNC 32 GB,,"5,7200","2,16",,Black,10.0,36.0
GeIL Polaris RGB SYNC 32 GB,,"5,8000","2,16",,Red,9.5,38.0
TEAMGROUP T-Force Vulcanα 32 GB,,"5,6000","2,16",,Red,12.667,38.0
TEAMGROUP T-Force Vulcanα 16 GB,,"5,5200","2,8",,Black,14.615,38.0
OLOy Blade RGB 64 GB,,"5,5600","2,32",,White,12.857,36.0
Crucial CT2K4G4DFS6266 8 GB,,"4,2666","2,4",,Green,14.254,19.0
Mushkin Enhanced Redline Stiletto 16 GB,,"4,3600","2,8",,Black,8.889,16.0
Mushkin Enhanced Redline Stiletto 16 GB,,"4,3600","2,8",,Black,7.778,14.0
Kingston FURY Beast RGB 32 GB,,"4,3600","2,16",,Black / Silver,10.0,18.0
Kingston FURY Beast 64 GB,,"4,3600","2,32",,Black / Silver,10.0,18.0
OLOy Blade RGB 16 GB,,"4,4000","2,8",,Black / Silver,9.0,18.0
OLOy Blade RGB 64 GB,,"4,3600","2,32",,Black / Silver,10.0,18.0
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,6000","2,16",,White,13.333,40.0
OLOy WarHawk RGB 16 GB,,"4,4000","2,8",,White / Silver,9.0,18.0
GeIL ORION V RGB 16 GB,,"5,5200","1,16",,Black,13.077,34.0
GeIL ORION V RGB 32 GB,,"5,6400","2,16",,Black,11.875,38.0
GeIL ORION V RGB 16 GB,,"5,8000","1,16",,Red,9.5,38.0
GeIL ORION V 16 GB,,"5,8000","1,16",,Black,9.5,38.0
GeIL ORION V 16 GB,,"5,8000","1,16",,Red,9.5,38.0
TEAMGROUP Elite Plus 32 GB,,"4,2666","1,32",,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 8 GB,,"4,2666","1,8",,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 16 GB,,"4,2666","2,8",,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 16 GB,,"4,2666","2,8",,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 4 GB,,"4,2400","1,4",,Red / Black,13.333,16.0
TEAMGROUP TPRD48G3200HC22016 8 GB,,"4,3200","1,8",,Red / Black,13.75,22.0
TEAMGROUP Elite Plus 16 GB,,"4,2133","2,8",,Red / Black,14.065,15.0
TEAMGROUP Elite 8 GB,,"5,5600","1,8",,Black,16.429,46.0
TEAMGROUP Elite 32 GB,,"5,6400","2,16",,Black,16.25,52.0
Klevv CRAS XR5 RGB 32 GB,,"5,8000","2,16",,White / Black,9.5,38.0
Klevv CRAS XR5 RGB 32 GB,,"5,6000","2,16",,White / Black,13.333,40.0
GeIL EVO V RGB 8 GB,,"5,4800","1,8",,White,16.667,40.0
GeIL EVO V RGB 16 GB,,"5,7600","1,16",,Black,9.474,36.0
GeIL EVO V RGB 24 GB,,"5,8000","1,24",,Black,10.0,40.0
GeIL EVO V RGB 24 GB,,"5,8200","1,24",,Black,9.756,40.0
Mushkin Enhanced Redline 96 GB,,"5,5600","2,48",,Black,16.429,46.0
GOODRAM IRDM PRO 8 GB,,"4,3600","1,8",,White,9.444,17.0
GOODRAM IRDM PRO 16 GB,,"4,3600","1,16",,White,9.444,17.0
GOODRAM IRDM PRO 8 GB,,"4,3600","1,8",,Black / Gold,9.444,17.0
GOODRAM IRDM PRO 32 GB,,"4,3600","2,16",,Black / Gold,9.444,17.0
ADATA XPG LANCER RGB 16 GB,,"5,6400","1,16",,Black,10.0,32.0
ADATA XPG LANCER RGB 16 GB,,"5,7200","1,16",,Black,9.444,34.0
ADATA XPG Lancer Blade RGB 16 GB,,"5,6400","1,16",,White,10.0,32.0
TEAMGROUP T-Force Vulcan 32 GB,,"5,4800","2,16",,Black,15.833,38.0
TEAMGROUP T-Force Vulcan 16 GB,,"5,6000","1,16",,Black,12.667,38.0
TEAMGROUP T-Force Vulcan 16 GB,,"5,6000","1,16",,Red,10.0,30.0
TEAMGROUP T-Force Vulcan 32 GB,,"5,6000","1,32",,Red,12.667,38.0
TEAMGROUP T-Force Vulcan 32 GB,,"5,4800","2,16",,Red,15.833,38.0
VisionTek 901350 16 GB,,"4,3200","1,16",,Black,13.75,22.0
Kingston KTD-PE426E/8G 8 GB,979.8,"4,2666","1,8",6.124,Green,14.254,19.0
OLOy OWL RGB 64 GB,,"4,3200","2,32",,White,10.0,16.0
G.Skill Ripjaws X 2 GB,,"3,1333","1,2",,Red,13.503,9.0
Silicon Power SP032GBLVU520F02 32 GB,,"5,5200","1,32",,Black,16.154,42.0
Silicon Power SP048GBLVU520P02 48 GB,,"5,5200","1,48",,Black,16.154,42.0
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,6000","1,32",,Black,10.0,30.0
Mushkin Redline Lumina White 32 GB,,"5,6400","2,16",,White,9.375,30.0
Mushkin Redline Lumina 32 GB,,"5,6000","2,16",,Black,10.0,30.0
Mushkin Redline Pro 16 GB,,"5,4800","1,16",,Black / White,16.667,40.0
Mushkin Redline Pro 64 GB,,"5,5600","2,32",,Black / White,16.429,46.0
Mushkin Redline 96 GB,,"5,4800","2,48",,Black,16.667,40.0
Mushkin Redline ST 16 GB,,"5,5600","1,16",,Black,10.0,28.0
Crucial CT2K8G52C42S5 16 GB,,"5,5200","2,8",,Black,16.154,42.0
Crucial CT2K16G52C42S5 32 GB,,"5,5200","2,16",,Black,16.154,42.0
Acer Predator Pallas II 32 GB,,"5,7200","2,16",,Black,9.444,34.0
Acer Predator Pallas II 32 GB,,"5,7200","2,16",,Silver,9.444,34.0
Acer Predator Hermes RGB 48 GB,,"5,7200","2,24",,White,10.0,36.0
Acer Predator Hermes RGB 32 GB,,"5,7200","2,16",,White,9.444,34.0
Acer Predator Hermes RGB 32 GB,,"5,7600","2,16",,Black,9.474,36.0
TEAMGROUP T-Create Master 128 GB,19999.8,"5,6400","8,16",7.812,Black,10.0,32.0
V-Color TRA516G72S834Q 64 GB,15919.8,"5,7200","4,16",12.437,White,9.444,34.0
V-Color TRA532G56S436Q 128 GB,15919.8,"5,5600","4,32",6.219,White,12.857,36.0
V-Color TRA532G64D832Q 128 GB,21119.8,"5,6400","4,32",8.25,White,10.0,32.0
V-Color TRA548G56D846Q 192 GB,25999.8,"5,5600","4,48",6.771,White,16.429,46.0
Kingston FURY Renegade Pro 16 GB,4300.0,"5,6400","1,16",13.438,Black,10.0,32.0
Kingston FURY Renegade Pro 64 GB,11380.0,"5,6400","4,16",8.891,Black,10.0,32.0
Kingston FURY Renegade Pro 64 GB,13980.0,"5,6800","4,16",10.922,Black,14.118,48.0
Kingston FURY Renegade Pro 128 GB,18780.0,"5,6000","8,16",7.336,Black,10.667,32.0
PNY XLR8 Gaming MAKO 32 GB,,"5,5200","2,16",,Black,14.615,38.0
PNY XLR8 Gaming MAKO 16 GB,,"5,5600","1,16",,Black,13.571,38.0
G.Skill Ripjaws M5 RGB 64 GB,,"5,5600","2,32",,Black,16.429,46.0
G.Skill Ripjaws S5 64 GB,,"5,5600","2,32",,White,16.429,46.0
G.Skill Ripjaws S5 32 GB,,"5,5600","2,16",,White,16.429,46.0
Silicon Power XPOWER Pulse Gaming 32 GB,,"5,7200","1,32",,Black / White,9.444,34.0
Silicon Power XPOWER Storm RGB 32 GB,,"5,8000","2,16",,Black,9.5,38.0
Silicon Power XPOWER Storm RGB 16 GB,,"5,6400","1,16",,White,10.0,32.0
TEAMGROUP T-Create Expert 64 GB,,"5,5600","2,32",,Black / Gold,13.571,38.0
TEAMGROUP T-Force DELTAα RGB 64 GB,,"5,6000","2,32",,Black,12.667,38.0
TEAMGROUP T-Force DELTAα RGB 64 GB,,"5,5600","2,32",,Black,14.286,40.0
TEAMGROUP T-Force DELTAα RGB 32 GB,,"5,6000","2,16",,Black,12.667,38.0
TEAMGROUP T-Force DELTAα RGB 16 GB,,"5,6000","1,16",,Black,12.667,38.0
TEAMGROUP T-Force DELTAα RGB 16 GB,,"5,5600","1,16",,Black,13.571,38.0
TEAMGROUP T-Force DELTAα RGB 16 GB,,"5,5200","1,16",,Black,15.385,40.0
TEAMGROUP T-Force DELTAα RGB 64 GB,,"5,5600","2,32",,White,13.571,38.0
TEAMGROUP T-Force DELTAα RGB 32 GB,,"5,5600","1,32",,White,14.286,40.0
TEAMGROUP Xtreem 32 GB,,"5,6000","2,16",,Black,12.667,38.0
TEAMGROUP T-Force Delta RGB 32 GB,,"5,5200","1,32",,Black,15.385,40.0
TEAMGROUP T-Force Delta RGB 16 GB,,"5,6000","1,16",,Black,12.667,38.0
TEAMGROUP T-Force Delta RGB 8 GB,,"5,6000","1,8",,White,12.667,38.0
TEAMGROUP T-Force Vulcan 16 GB,,"5,6400","2,8",,Black,12.5,40.0
TEAMGROUP T-Force Vulcan 16 GB,,"5,6400","2,8",,Red,12.5,40.0
TEAMGROUP T-Force Vulcanα 8 GB,,"5,5200","1,8",,Black,15.385,40.0
TEAMGROUP T-Force Vulcanα 16 GB,,"5,5200","1,16",,Red,15.385,40.0
TEAMGROUP T-Force Vulcanα 16 GB,,"5,6400","2,8",,Black,12.5,40.0
TEAMGROUP T-Force Vulcanα 32 GB,,"5,6000","2,16",,Red,10.0,30.0
TEAMGROUP T-Create Expert 48 GB,,"5,7600","2,24",,White,9.474,36.0
TEAMGROUP Xtreem ARGB 64 GB,,"5,6000","2,32",,White,12.667,38.0
Klevv CRAS V RGB 48 GB,,"5,8200","2,24",,Black,9.268,38.0
Klevv CRAS V RGB 48 GB,,"5,8400","2,24",,White,9.524,40.0
Acer Predator Hera RGB 32 GB,,"5,7200","2,16",,Black,9.444,34.0
Acer Predator Hera RGB 32 GB,,"5,8200","2,16",,Silver / Black,8.78,36.0
Acer Predator Hera RGB 48 GB,,"5,8200","2,24",,Silver,9.756,40.0
Acer Predator Pallas II 32 GB,,"5,6400","2,16",,Black,10.0,32.0
Acer Predator Pallas II 32 GB,,"5,6800","2,16",,Black,9.412,32.0
Acer Predator Pallas II 32 GB,,"5,8000","2,16",,Black,9.0,36.0
Lexar Ares RGB 2nd Gen 32 GB,,"5,7600","2,16",,Silver,9.474,36.0
Lexar Ares RGB 2nd Gen 48 GB,,"5,6800","2,24",,Black,10.0,34.0
Lexar Ares RGB 2nd Gen 48 GB,,"5,6800","2,24",,Silver,10.0,34.0
Lexar Ares RGB 2nd Gen 32 GB,,"5,6000","2,16",,Silver,9.333,28.0
Biwin Black Opal DW100 RGB 32 GB,,"5,8200","2,16",,Black,9.268,38.0
Biwin Black Opal DW100 RGB 48 GB,,"5,6400","2,24",,Black,10.0,32.0
Biwin Black Opal DW100 RGB 48 GB,,"5,8200","2,24",,White,9.756,40.0
Biwin Black Opal DW100 RGB 48 GB,,"5,8400","2,24",,White,9.524,40.0
ADATA XPG Lancer Blade 32 GB,,"5,6000","1,32",,Black,11.333,34.0
ADATA XPG Lancer Blade 64 GB,,"5,6400","2,32",,Black,10.0,32.0
ADATA XPG Lancer Blade 64 GB,,"5,6000","2,32",,White,11.333,34.0
Thermaltake TOUGHRAM RGB D5 32 GB,,"5,5600","2,16",,Gold,12.857,36.0
Thermaltake TOUGHRAM RGB D5 32 GB,,"5,5600","2,16",,Green / Silver,12.857,36.0
Corsair Vengeance Performance 16 GB,1339.6,"4,2666","2,8",4.186,Black / Yellow,13.503,18.0
Crucial CT16G4RFD4266 16 GB,699.8,"4,2666","1,16",2.187,Green / Black,14.254,19.0
Corsair Vengeance LPX 16 GB,,"4,4000","2,8",,Black,8.0,16.0
Mushkin MES4S266KF32GX2 64 GB,3525.6,"4,2666","2,32",2.754,,14.254,19.0
G.Skill Ripjaws 8 GB,379.6,"3,1600","1,8",2.373,,11.25,9.0
Silicon Power SP032GBSFU320X02 32 GB,,"4,3200","1,32",,,13.75,22.0
Crucial CT16G4RFD4213 16 GB,659.4,"4,2133","1,16",2.061,Black / Green,14.065,15.0
Kingston ValueRAM 8 GB,659.8,"4,3200","1,8",4.124,,13.75,22.0
Mushkin Redline 64 GB,4758.2,"4,2933","2,32",3.717,,11.592,17.0
Patriot Signature 8 GB,379.6,"3,1600","1,8",2.373,Black,13.75,11.0
Crucial CT204864BF160B 16 GB,2779.4,"3,1600","1,16",8.686,Black / Green,13.75,11.0
G.Skill Ripjaws 16 GB,,"4,2666","2,8",,Black,13.503,18.0
Kingston KTH-PL426/32G 32 GB,1496.6,"4,2666","1,32",2.338,Green / Black,14.254,19.0
Silicon Power SP008GBSFU240B02 8 GB,1430.0,"4,2400","1,8",8.938,,14.167,17.0
Silicon Power SU064GBSVU480F22AB 64 GB,,"5,4800","2,32",,Black,16.667,40.0
G.Skill Ripjaws M5 Neo RGB 64 GB,,"5,6000","2,32",,White,10.667,32.0
Crucial CT4G3S1339M 4 GB,379.0,"3,1333","1,4",4.737,Black / Green,13.503,9.0
G.Skill Ripjaws 4 GB,356.0,"4,2133","1,4",4.45,Black / Blue,14.065,15.0
Crucial CT16G3ERVLD4160B 16 GB,779.8,"3,1333","1,16",2.437,Green / Black,16.504,11.0
Patriot Viper Steel 16 GB,,"4,4133","2,8",,Silver / Black,9.194,19.0
Samsung M393A1G40EB1-CPB 8 GB,508.8,"4,2133","1,8",3.18,Green / Black,14.065,15.0
Kingston Server Premier 32 GB,1980.0,"4,2666","1,32",3.094,Green / Black,14.254,19.0
Crucial CT25672AA667 2 GB,,"2,667","1,2",,Green,14.993,5.0
G.Skill F3-12800CL9D-8GBSQ 8 GB,485.4,"3,1600","2,4",3.034,Green,11.25,9.0
G.Skill F3-12800CL11D-8GBSQ 8 GB,469.4,"3,1600","2,4",2.934,Green,13.75,11.0
Corsair CMSO16GX3M2A1333C9 16 GB,1699.6,"3,1333","2,8",5.311,Green,13.503,9.0
Mushkin Essentials 8 GB,428.2,"3,1600","2,4",2.676,Green,13.75,11.0
Crucial CT2K8G3S1339M 16 GB,1599.6,"3,1333","2,8",4.999,Green,13.503,9.0
G.Skill F3-1600C9D-8GSL 8 GB,500.79,"3,1600","2,4",3.13,Green,11.25,9.0
G.Skill Ripjaws 16 GB,740.8,"3,1600","2,8",2.315,,13.75,11.0
G.Skill Ripjaws 8 GB,456.4,"3,1600","1,8",2.853,,13.75,11.0
Crucial CT4G3S1067M 4 GB,565.4,"3,1066","1,4",7.067,Black / Green,13.133,7.0
Crucial CT8G3S1339M 8 GB,627.6,"3,1333","1,8",3.922,Black / Green,13.503,9.0
Crucial CT51264BF160BJ 4 GB,341.4,"3,1600","1,4",4.268,Black / Green,13.75,11.0
G.Skill Ripjaws 16 GB,,"4,2400","4,4",,Red,12.5,15.0
G.Skill Flare X 16 GB,,"4,2133","2,8",,Red,14.065,15.0
G.Skill Trident Z RGB 32 GB,,"4,3000","2,16",,Black,9.333,14.0
Crucial CT8G4RFD824A 8 GB,2550.2,"4,2400","1,8",15.939,Green / Black,14.167,17.0
Kingston KTH-PL426D8/16G 16 GB,828.4,"4,2666","1,16",2.589,Green / Black,14.254,19.0
Kingston ValueRAM 16 GB,976.4,"4,2400","1,16",3.051,Green / Black,14.167,17.0
G.Skill Ripjaws 8 GB,560.4,"4,2666","1,8",3.502,Green,14.254,19.0
G.Skill Trident Z Royal 16 GB,,"4,4266","2,8",,Gold,8.908,19.0
G.Skill Trident Z Royal 32 GB,6980.0,"4,4000","4,8",10.906,Silver,8.5,17.0
Kingston HyperX Fury RGB 64 GB,,"4,2400","4,16",,Black,12.5,15.0
G.Skill Trident Z Royal 32 GB,,"4,3600","4,8",,Gold,8.889,16.0
Samsung M393A2K40CB2-CVF 16 GB,1999.8,"4,2933","1,16",,Green / Black,14.32,21.0
G.Skill Trident Z Royal 16 GB,4577.39,"4,4000","2,8",14.304,Silver,9.0,18.0
Patriot Viper Steel 16 GB,799.8,"4,2666","1,16",2.499,Silver / Black,13.503,18.0
Corsair Vengeance RGB RT 64 GB,,"4,3200","4,16",,White / Black,10.0,16.0
G.Skill Trident Z Royal Elite 32 GB,,"4,3600","2,16",,Gold,7.778,14.0
G.Skill Trident Z5 RGB 32 GB,,"5,6000","2,16",,White / Black,10.667,32.0
Kingston ValueRAM 8 GB,780.8,"5,4800","1,8",4.88,,16.667,40.0
PNY XLR8 16 GB,,"4,3600","1,16",,Black,10.0,18.0
TEAMGROUP Elite 64 GB,,"5,4800","2,32",,Black,16.667,40.0
PNY XLR8 Gaming EPIC-X RGB 16 GB,1699.8,"4,3600","2,8",,White,10.0,18.0
Mushkin Redline 16 GB,1349.0,"4,4000","2,8",4.216,White,9.0,18.0
Mushkin Proline 32 GB,,"4,2666","1,32",,,14.254,19.0
G.Skill F4-3600C17D-32GTZ 32 GB,,"4,3600","2,16",,Gray / Red,9.444,17.0
Corsair Dominator Platinum RGB 16 GB,2168.0,"4,3200","2,8",6.775,White,10.0,16.0
TEAMGROUP T-Force Vulcan 32 GB,,"5,5200","1,32",,Black,15.385,40.0
Thermaltake TOUGHRAM XG RGB 64 GB,10799.8,"4,3600","2,32",8.437,Black / Silver,10.0,18.0
Thermaltake TOUGHRAM XG RGB 16 GB,2875.8,"4,4000","2,8",8.987,White / Silver,9.5,19.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,6000","2,16",,White,13.333,40.0
TEAMGROUP Elite 32 GB,1399.6,"5,4800","2,16",2.187,Black,16.667,40.0
Kingston KSM48R40BS8KMM-16HMR 32 GB,,"5,4800","1,32",,Green,16.667,40.0
Kingston KTD-PE426D8/16G 16 GB,1830.0,"4,2666","1,16",5.719,Green,14.254,19.0
Mushkin Redline Pro 16 GB,,"5,5600","1,16",,Black,16.429,46.0
Mushkin Redline Lumina 32 GB,,"5,6400","2,16",,Black,10.0,32.0
V-Color TRA524G64S832Q 96 GB,14399.8,"5,6400","4,24",7.5,White,10.0,32.0
