name,price,capacity,price_per_gb,type,cache,form_factor,interface
Toshiba N300 NAS,2499.79,4000.0,0.031,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,1579.0,500.0,0.158,7200,16.0,3.5,SATA 3.0 Gb/s
Seagate EE25.2,440.0,40.0,0.55,5400,8.0,2.5,SATA 3.0 Gb/s
Crucial P5 Plus W/Heatsink,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate ST2000DX001,,2000.0,,,64.0,3.5,SATA 6.0 Gb/s
Lexar NM610,739.8,250.0,0.148,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Apacer AS2280Q4U,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Blue,,320.0,,7200,16.0,3.5,SATA 6.0 Gb/s
Western Digital Red,2380.0,2000.0,0.06,5400,64.0,3.5,SATA 6.0 Gb/s
Kingston Predator,,480.0,,SSD,,PCIe,PCIe x4
Seagate FireCuda 520,3207.6,500.0,0.321,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda Compute,,2000.0,,,,2.5,SATA 6.0 Gb/s
Acer FA200,,4000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot P400 Lite,4259.8,4000.0,0.053,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba S300,1670.2,2000.0,0.042,5400,128.0,3.5,SATA 6.0 Gb/s
ADATA LEGEND 970,4106.8,1000.0,0.205,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Toshiba MQ04ABF100,980.0,1000.0,0.049,5400,128.0,2.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC550,7713.0,14000.0,0.028,7200,512.0,3.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen4,,2000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte AORUS Gen4 5000E,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP700,5799.8,2000.0,0.145,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Seagate BarraCuda 120,2599.8,500.0,0.26,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,,20000.0,,7200,256.0,3.5,SATA 6.0 Gb/s
Intel Optane P1600X,,118.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Inland Premium,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston A400,6780.0,1920.0,0.177,SSD,,2.5,SATA 6.0 Gb/s
Apacer AS350 PANTHER,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel Optane P1600X,,58.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KIOXIA EXCERIA w/Heatsink,4999.8,4000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba S300,3365.2,6000.0,0.028,5400,256.0,3.5,SATA 6.0 Gb/s
Lexar NQ100,944.2,480.0,0.098,SSD,,2.5,SATA 6.0 Gb/s
Acer FA100,559.79,256.0,0.109,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black,1199.8,500.0,0.12,7200,32.0,2.5,SATA 6.0 Gb/s
Inland Platinum,1079.8,1024.0,0.053,SSD,,2.5,SATA 6.0 Gb/s
Intel 545s,3306.39,256.0,0.646,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple,4499.8,8000.0,0.028,7200,256.0,3.5,SATA 6.0 Gb/s
Lexar NS100,699.59,512.0,0.068,SSD,,2.5,SATA 6.0 Gb/s
MSI SPATIUM M560,,2000.0,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Purple,1193.59,1000.0,0.06,5400,64.0,3.5,SATA 6.0 Gb/s
HP EX900,,250.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 860 QVO,9999.79,4000.0,0.125,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Gold,5149.0,4000.0,0.064,7200,256.0,3.5,SATA 6.0 Gb/s
Intenso 3812430,419.2,128.0,0.164,SSD,,2.5,SATA 6.0 Gb/s
Seagate FireCuda 520,9754.19,2000.0,0.244,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial BX100,,500.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate NAS HDD,,2000.0,,5400,64.0,3.5,SATA 6.0 Gb/s
Samsung 850 Pro,6099.8,2000.0,0.152,SSD,,2.5,SATA 6.0 Gb/s
SK Hynix SL308,1300.0,250.0,0.26,SSD,,2.5,SATA 6.0 Gb/s
Corsair Force MP500,,240.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital PC SN730,1898.0,512.0,0.185,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD_BLACK SN8100 w/Heatsink,,1000.0,,SSD,1024.0,M.2-2280,M.2 PCIe 5.0 X4
Western Digital AV-25,699.8,1000.0,0.035,5400,16.0,2.5,SATA 3.0 Gb/s
TEAMGROUP T-Force Cardea Z540,8879.79,4000.0,0.111,SSD,,M.2-2280,M.2 PCIe 5.0 X4
TEAMGROUP T-Create Classic,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power A58,,1000.0,,SSD,,2.5,SATA 6.0 Gb/s
ADATA Legend 960,4135.4,2000.0,0.103,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Gold,1953.8,2000.0,0.049,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,7271.2,12000.0,0.03,7200,256.0,3.5,SATA 6.0 Gb/s
Transcend 110S,563.6,256.0,0.11,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red Plus,9199.79,14000.0,0.033,7200,512.0,3.5,SATA 6.0 Gb/s
Verbatim Vi7000G,2979.8,2000.0,0.074,SSD,,M.2-2280,M.2 PCIe 4.0 X4
HP 691862-B21,,100.0,,SSD,,2.5,SATA 6.0 Gb/s
Samsung MZ-75E4T0B,9999.79,4000.0,0.125,SSD,4096.0,2.5,SATA 6.0 Gb/s
Seagate IronWolf,1822.6,1000.0,0.091,5400,256.0,3.5,SATA 6.0 Gb/s
Corsair MP600 ELITE w/Heatsink,6199.8,4000.0,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 860 Pro,4500.0,256.0,0.879,SSD,512.0,2.5,SATA 6.0 Gb/s
Seagate Exos X16,,12000.0,,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Black,3029.2,2000.0,0.076,7200,64.0,3.5,SATA 6.0 Gb/s
Samsung 860 Evo,8122.2,2000.0,0.203,SSD,2048.0,M.2-2280,M.2 SATA
Toshiba P300,,1000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red Plus,,1000.0,,5400,64.0,3.5,SATA 6.0 Gb/s
Toshiba X300,,5000.0,,7200,128.0,3.5,SATA 6.0 Gb/s
PNY CS900,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
KingSpec P3,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
FanXiang S770,5799.8,4000.0,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-FORCE G70 PRO Aluminum,5699.8,4000.0,0.071,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Orico D10,1199.8,1000.0,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate SkyHawk,1519.6,2000.0,0.038,5900,64.0,3.5,SATA 6.0 Gb/s
Intel 660p,1439.6,512.0,0.141,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG GAMMIX S50 Lite,4103.6,1000.0,0.205,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Pipeline HD,,500.0,,5900,8.0,3.5,SATA 3.0 Gb/s
SanDisk Solid State Drive,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
Samsung SM951,,256.0,,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power P34A80,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate SkyHawk Surveillance,,4000.0,,5000,256.0,3.5,SATA 6.0 Gb/s
GOODRAM CL100 gen.3,,960.0,,SSD,,2.5,SATA 6.0 Gb/s
Orico e7400,,2000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KingSpec NXM,1099.8,1000.0,0.055,SSD,,M.2-2242,M.2 PCIe 3.0 X4
Seagate SkyHawk AI,3939.8,8000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,,10000.0,,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Red Plus,5200.0,8000.0,0.033,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES.3,,4000.0,,7200,128.0,3.5,SATA 6.0 Gb/s
Western Digital Purple Surveillance,1799.8,3000.0,0.03,5400,256.0,3.5,SATA 6.0 Gb/s
Orico Y-20,935.6,1000.0,0.047,SSD,,2.5,SATA 6.0 Gb/s
Timetec 30TT253X2,939.8,1000.0,0.047,SSD,,2.5,SATA 6.0 Gb/s
Lexar NM990,,2000.0,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
OCZ Agility 3,2999.8,60.0,2.5,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG SPECTRIX S20G,1321.2,500.0,0.132,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte AI TOP 100E,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Integral M2,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos X22,,20000.0,,7200,512.0,3.5,SATA 6.0 Gb/s
Gigabyte GP-GSTFS31256GTND,615.2,256.0,0.12,SSD,,2.5,SATA 6.0 Gb/s
Kingston Predator,,240.0,,SSD,,M.2-2280,M.2 PCIe 2.0 X4
ADATA SU635,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Verbatim Vi3000,559.79,256.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Micron 2300,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
MSI SPATIUM M482 Eco-Pack,,2000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Create Classic DL,2399.79,2000.0,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston KC600,2059.0,1024.0,0.101,SSD,,mSATA,mSATA
TEAMGROUP T-Create Classic C47,5199.8,4000.0,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD Red Pro,6200.0,10000.0,0.031,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba OCZ TR200,519.79,240.0,0.108,SSD,,2.5,SATA 6.0 Gb/s
Micron 5200 Ion,21980.0,7680.0,0.143,SSD,,2.5,SATA 6.0 Gb/s
Inland QN322,1199.8,1000.0,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate EXOS Enterprise,3199.8,4000.0,0.04,7200,256.0,3.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S50 Core,,500.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Plus,2700.0,4000.0,0.034,5400,128.0,3.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea Z44L,,500.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 PRO LPX,6899.8,4000.0,0.086,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY CS2130,899.59,500.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Caviar Black,,2000.0,,7200,64.0,3.5,SATA 3.0 Gb/s
Seagate Barracuda Green,1813.4,2000.0,0.045,5900,64.0,3.5,SATA 6.0 Gb/s
Patriot Burst,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Green,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Apacer AS340 PANTHER,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
MSI SPATIUM M480,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600,6499.8,2000.0,0.162,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA LEGEND 800 GOLD,,2000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-FORCE G70 PRO Aluminum,1599.6,1000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power UD85,,500.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Micron 9300 Pro,19180.0,7680.0,0.125,SSD,,2.5,U.2
Seagate IronWolf NAS,5149.0,10000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba P300,1703.6,2000.0,0.043,5400,128.0,3.5,SATA 6.0 Gb/s
Transcend 250S,3758.39,2000.0,0.094,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black,5739.8,6000.0,0.048,7200,128.0,3.5,SATA 6.0 Gb/s
Corsair MP510,3471.0,960.0,0.181,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Green,2300.0,480.0,0.24,SSD,,M.2-2280,M.2 SATA
MyDigitalSSD Super Boot Drive,,8.0,,SSD,,M.2-2242,M.2 SATA
Samsung 850 Evo,,250.0,,SSD,,M.2-2280,M.2 SATA
Samsung SM951,,512.0,,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
Maxtor 7Y250M0,,250.0,,7200,8.0,3.5,SATA 1.5 Gb/s
Samsung SM961,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda Pro Compute,1139.8,500.0,,7200,128.0,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S11 Pro,,2000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Integral M,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Klevv CRAS C710,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA LEGEND 700,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Purple,1599.6,2000.0,0.04,5400,,3.5,SATA 6.0 Gb/s
ADATA XPG SPECTRIX S40G RGB,,2000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP510,,1920.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red,5140.0,8000.0,0.032,5400,256.0,3.5,SATA 6.0 Gb/s
Western Digital Black SN750,,500.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intenso High Performance,1308.19,960.0,0.068,SSD,,2.5,SATA 6.0 Gb/s
Toshiba P300,1716.4,2000.0,0.043,5400,256.0,3.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,3799.0,300.0,0.633,10000,16.0,3.5,SATA 3.0 Gb/s
Western Digital Black,1299.8,1000.0,0.065,7200,32.0,2.5,SATA 6.0 Gb/s
TEAMGROUP GX2,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S11 Pro,,256.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
HP FX900 Pro,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY CS1031,,500.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Caviar Blue,1179.8,640.0,0.092,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,,1000.0,,5200,8.0,2.5,SATA 3.0 Gb/s
Seagate BarraCuda,,1000.0,,7200,32.0,3.5,SATA 6.0 Gb/s
SanDisk Ultra II,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
SanDisk Ultra II,3999.8,480.0,0.417,SSD,,2.5,SATA 6.0 Gb/s
ADATA Premier SP550,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel 600p,2080.0,512.0,0.203,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 750 Evo,,500.0,,SSD,512.0,2.5,SATA 6.0 Gb/s
Kingston A1000,,240.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte GP-GSTFS31120GNTD,487.0,120.0,0.203,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S5,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket 4.0,,2000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP QX,,15300.0,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital SN530,,256.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG MARS 980 PRO,,1000.0,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Leven JPS800,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Nextorage NEM-PAC,4699.8,4000.0,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Verbatim Vi5000,999.8,512.0,0.098,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Create Classic C47,1499.6,1000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate SkyHawk Surveillance +Rescue,3839.6,8000.0,0.024,5400,256.0,3.5,SATA 6.0 Gb/s
TEAMGROUP EX2,,1000.0,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba N300,,8000.0,,7200,256.0,3.5,SATA 6.0 Gb/s
Verbatim Vi550,299.8,128.0,0.117,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte AORUS,,500.0,,SSD,512.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate Nytro Enterprise,,15360.0,,SSD,,2.5,SAS 12.0 Gb/s
Inland Performance Plus,5999.8,4000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black SN750,9199.79,4000.0,0.115,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos 7E8 512e,5345.8,8000.0,0.033,7200,256.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar He10,5361.2,10000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,,160.0,,7200,8.0,3.5,SATA 3.0 Gb/s
Seagate Enterprise Capacity,,12000.0,,7200,256.0,3.5,SATA 6.0 Gb/s
SanDisk Ultra 3D,,4000.0,,SSD,,2.5,SATA 6.0 Gb/s
Apacer AS340 PANTHER,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
MSI SPATIUM M370,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Crucial P310,1599.8,1000.0,0.08,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Silicon Power A58,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Patriot Viper PV553,,4000.0,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Corsair MP600 ELITE PS5,3199.8,2000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Timetec PINNACLE SD1-INDEX,2499.79,2000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 530 w/Heatsink,,2000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP400,,2000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power A80,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate EXOS Enterprise,7799.8,14000.0,,7200,256.0,3.5,SATA 6.0 Gb/s
Inland QN322,2199.79,2000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Enterprise,4959.8,8000.0,0.031,7200,256.0,3.5,SATA 6.0 Gb/s
Silicon Power UD90,816.0,250.0,0.163,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Gold,5817.79,6000.0,0.048,7200,256.0,3.5,SATA 6.0 Gb/s
TEAMGROUP Cardea Zero Z440 Graphene,,2000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG GAMMIX S50 Lite,6767.6,2000.0,0.169,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial M500,2099.79,240.0,0.437,SSD,,2.5,SATA 6.0 Gb/s
Silicon Power Silm S55,335.2,120.0,0.14,SSD,,2.5,SATA 6.0 Gb/s
Lexar NM610,1199.8,500.0,0.12,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital VelociRaptor,3940.0,150.0,1.313,10000,16.0,3.5,SATA 3.0 Gb/s
HP EX950,2291.6,1000.0,0.115,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda 510,2799.8,1000.0,0.14,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 830,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Caviar Black,,4000.0,,7200,128.0,3.5,SATA 6.0 Gb/s
Gigabyte GP-GSM2NE8256GNTD,,256.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
PNY XLR8 CS3030,,500.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
GOODRAM IRDM PRO GEN 5,,1000.0,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Toshiba N300 Pro,6979.8,18000.0,0.019,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital Blue SA510,1399.8,1000.0,0.07,SSD,,M.2-2280,M.2 SATA
Inland Platinum,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen5 12000,,2000.0,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
KingSpec NXM,499.79,256.0,0.098,SSD,,M.2-2242,M.2 PCIe 3.0 X4
Kingston Q500,646.2,240.0,0.135,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Vulcan Z,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte AI TOP 100E,,2000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Hitachi Ultrastar 7K3000,3028.8,2000.0,0.076,7200,64.0,3.5,SATA 6.0 Gb/s
Sabrent Rocket,,4000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA LEGEND 970,,2000.0,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Kingston SSDNow S100,,16.0,,SSD,,2.5,SATA 3.0 Gb/s
Seagate Momentus 5400.6,899.8,250.0,0.18,5400,8.0,2.5,SATA 3.0 Gb/s
Samsung 840 Pro,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 850 Evo,,500.0,,SSD,,M.2-2280,M.2 SATA
Micron 2200,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
GOODRAM CL100 gen.3,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
GOODRAM PX700,,512.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate SkyHawk AI,,18000.0,,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba N300 Pro,5899.8,16000.0,0.018,7200,512.0,3.5,SATA 6.0 Gb/s
Toshiba N300,6499.8,18000.0,0.018,7200,,3.5,SATA 6.0 Gb/s
Western Digital RE4,1300.0,1000.0,0.065,7200,64.0,3.5,SATA 3.0 Gb/s
Western Digital Blue SA510,599.79,250.0,0.12,SSD,,M.2-2280,M.2 SATA
Toshiba N300 NAS,3459.8,8000.0,0.022,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,1835.8,1000.0,0.092,7200,128.0,3.5,SATA 6.0 Gb/s
Toshiba N300 NAS,3899.8,10000.0,0.019,7200,512.0,3.5,SATA 6.0 Gb/s
Seagate Exos X14,4900.0,10000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Verbatim Vi3000,1145.59,512.0,0.112,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 PRO,,2000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KingSpec NX-2280,,256.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power A80,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 530 w/Heatsink,3599.8,1000.0,0.18,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Plus,5380.0,8000.0,0.034,5640,128.0,3.5,SATA 6.0 Gb/s
Western Digital Green,,4000.0,,5900,64.0,3.5,SATA 6.0 Gb/s
Timetec 30TTQNS3SATA-1TB,959.8,1000.0,0.048,SSD,,2.5,SATA 6.0 Gb/s
Lexar Professional NM800PRO,1359.6,512.0,0.133,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston HyperX 3K,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Pipeline HD,,1000.0,,5900,64.0,3.5,SATA 3.0 Gb/s
Western Digital Black,,3000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Kingston HyperX Fury,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
AMD RADEON-R7SSD-480G,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Samsung SM961,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Micron 1100,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston A1000,,480.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Nytro Enterprise,19999.0,1920.0,0.521,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte GP-GSM2NE3100TNTD,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Constellation ES.3,1540.0,4000.0,0.019,7200,128.0,3.5,SAS 6.0 Gb/s
KIOXIA BG4,499.0,256.0,0.097,SSD,,M.2-2230,M.2 PCIe 3.0 X4
TEAMGROUP GX2,1959.8,2000.0,0.049,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Helix-L,2019.6,2000.0,0.05,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power UD85,,250.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY CS3150 RGB,2799.8,1000.0,0.14,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Toshiba P300,1366.2,500.0,0.137,7200,64.0,3.5,SATA 6.0 Gb/s
PNY CS3140,5599.8,4000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Intenso 3812440,540.6,256.0,0.106,SSD,,2.5,SATA 6.0 Gb/s
Lexar Professional NM800PRO,1879.0,1000.0,0.094,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Orico D10,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital AV-GP,980.0,1500.0,0.033,5400,32.0,3.5,SATA 3.0 Gb/s
Intel 660p,8003.4,2000.0,0.2,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MQ01ABF050M,,500.0,,5400,8.0,2.5,SATA 6.0 Gb/s
Gigabyte 4000E,,250.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston SSDNow UV400,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte Gen3 2500E,4686.0,2000.0,0.117,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Caviar Green,,1000.0,,5400,16.0,3.5,SATA 3.0 Gb/s
Crucial M4,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 830,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Barracuda 7200.10,,160.0,,7200,8.0,3.5,SATA 3.0 Gb/s
Crucial MX200,,250.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel P3700,37000.0,1600.0,1.156,SSD,,PCIe,PCIe x4
Crucial MX300,5999.8,1050.0,0.286,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP MP34,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA SU635,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
ADATA Ultimate SU750,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte AORUS,,1000.0,,SSD,,PCIe,PCIe x4
